measurement,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Label
265,0.014099121,-0.04449463,0.11621094,-0.20610687,-2.832061,2.351145,5
266,0.010803223,-0.043762207,0.10974121,13.427481,-0.89312977,1.3740458,5
267,0.01184082,-0.03161621,0.11578369,18.549618,-2.1603053,-0.32061067,5
268,0.016113281,-0.024780273,0.119140625,12.694656,-0.79389316,2.312977,5
269,0.008605957,-0.033081055,0.11578369,3.0610688,-2.8625953,7.4198475,5
270,0.009155273,-0.030883789,0.113586426,10.198473,-3.6717558,2.7709923,5
271,0.0087890625,-0.025878906,0.12182617,4.374046,-6.5038166,5.70229,5
272,0.014709473,-0.035217285,0.12164307,3.3435113,-9.442748,7.3587785,5
273,0.010803223,-0.026367188,0.1194458,1.0152671,-6.59542,6.29771,5
274,0.0138549805,-0.029785156,0.1159668,-2.1755726,-5.10687,8.030535,5
275,0.015930176,-0.02331543,0.11755371,-9.885496,-3.8854961,0.08396947,5
276,0.01184082,-0.05419922,0.11956787,-9.832061,-2.3969467,10.473283,5
277,0.012084961,-0.0345459,0.12054443,19.23664,-4.2366414,-4.9541984,5
278,0.012573242,-0.02130127,0.11853027,15.305344,-3.167939,3.4885497,5
279,0.018188477,-0.017150879,0.12213135,-25.099237,-4.2824426,1.1908396,5
280,0.0138549805,-0.035827637,0.113220215,-22.854961,9.007633,7.2900763,5
281,0.011962891,-0.038879395,0.11431885,8.076336,-11.572519,4.8244276,5
282,0.012084961,-0.036743164,0.110961914,16.793894,-8.717557,1.221374,5
283,0.009216309,-0.028198242,0.11773682,7.0152674,-2.0076337,0.70229006,5
284,0.0064697266,-0.020202637,0.113220215,7.6488547,-0.89312977,-0.8244275,5
285,0.0052490234,-0.02947998,0.11212158,3.076336,8.160305,1.1603054,5
286,0.0025024414,-0.026672363,0.1272583,-29.480917,2.8854961,-19.832062,5
287,0.0099487305,-0.039001465,0.11859131,-19.38168,-7.816794,-14.206107,5
288,0.010314941,-0.04248047,0.1182251,-8.923664,-15.496183,-18.06107,5
289,0.018249512,-0.04840088,0.12414551,8.305344,-9.305344,-12.885496,5
290,0.01940918,-0.04107666,0.12408447,40.93893,2.7099237,0.9541985,5
291,0.025939941,-0.0033569336,0.11437988,34.068703,4.854962,7.1297708,5
292,0.020812988,-0.0025634766,0.120666504,-16.23664,5.9160304,24.587786,5
293,0.0107421875,-0.022338867,0.11853027,-52.099236,-3.0839694,19.419847,5
294,0.0028076172,-0.050109863,0.11541748,-9.7404585,-3.59542,29.496183,5
295,0.0020751953,-0.026855469,0.110961914,1.2061069,-7.3435116,-5.2671757,5
296,0.001953125,-0.025146484,0.11846924,-8.358779,-1.3435115,3.7480917,5
297,0.00390625,-0.038391113,0.111328125,-9.335877,-8.106871,-14.80916,5
298,0.012756348,-0.031433105,0.12060547,-4.1603055,-9.106871,-14.328244,5
299,0.016784668,-0.035949707,0.117004395,-2.4885497,-7.335878,-10.633588,5
300,0.021606445,-0.044799805,0.12426758,7.2519083,-4.8244276,0.32824427,5
301,0.019958496,-0.030517578,0.11566162,18.847328,-3.8244274,6.10687,5
302,0.020202637,-0.010864258,0.11932373,2.0687022,6.0839696,10.496183,5
303,0.015014648,-0.020568848,0.124572754,-27.717558,-0.13740458,18.931297,5
304,0.0036010742,-0.046691895,0.115722656,-22.610687,-2.5267177,14.839695,5
305,0.0036010742,-0.044311523,0.11566162,-5.2366414,-5.2748094,5.6030536,5
306,0.004272461,-0.0357666,0.11651611,8.435115,-7.740458,-4,5
307,0.008483887,-0.032043457,0.115600586,13.870229,-4.7938933,-1.8854961,5
308,0.014465332,-0.027526855,0.11584473,4.7251906,-4.9465647,-0.8396947,5
309,0.026916504,-0.02130127,0.11291504,1.4122137,-4.816794,3.5648854,5
310,0.012451172,-0.04296875,0.119506836,11.21374,-8.396947,7.7862597,5
311,0.019714355,-0.0053710938,0.11206055,17.656488,-9.290076,-3.221374,5
